id	related_id	class	type/scale	name	relevance	text	help	language	validation	mandatory	other	default	same_default	always_hide	hide_tip	answer_width	random_group	em_validation_q	em_validation_q_tip
353		Q	F	A06V4A	1	"<h4 style=""margin-bottom:8px;"">Explanation A</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">sabrejimmy, I</span> have not <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">tried</span> to prove ANYTHING. All <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">i</span> asked was for <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">YOU</span> to prove that we are not <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">evolving.</span> Not once did <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">i</span> say that we are still evolving. I have <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">not made any</span> such assertions. So <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">until you</span> can show that we are not evolving with credible evidence, <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">you are just avoiding something you</span> cannot answer. So <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">i say again,</span> back up YOUR claim that we are not evolving. <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">And the big bang is a red</span> herring, we are talking about <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">evolution, NOT Cosmology. It looks</span> like you are trying to steer the debate away from <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">what</span> it is <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">because</span> you cannot <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">back</span> up your <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">claims.</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
354		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
355		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
353		A	0	1	1	1 – Very low		en											
353		A	0	2	2	2		en											
353		A	0	3	3	3		en											
353		A	0	4	4	4 – Moderate		en											
353		A	0	5	5	5		en											
353		A	0	6	6	6		en											
353		A	0	7	7	7 – Very high		en											
356		Q	F	A06V4B	1	"<h4 style=""margin-bottom:8px;"">Explanation B</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">sabrejimmy, I have</span> not tried <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">to</span> prove <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">ANYTHING.</span> All <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">i</span> asked <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">was for YOU to prove that we are</span> not evolving<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">.</span> Not once did i say <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">that we are</span> still evolving<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">. I have</span> not made any such <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">assertions. So</span> until you can show <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">that we are</span> not evolving <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">with</span> credible evidence<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">, you are</span> just avoiding something you cannot answer<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">. So i</span> say again<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">,</span> back up YOUR claim <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">that we are</span> not evolving<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">. And the</span> big <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">bang is a red herring, we are</span> talking about <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">evolution, NOT Cosmology. It</span> looks like <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">you are</span> trying <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">to steer the debate</span> away <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">from</span> what <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">it is because you cannot</span> back up <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">your claims.</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
357		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
358		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
356		A	0	1	1	1 – Very low		en											
356		A	0	2	2	2		en											
356		A	0	3	3	3		en											
356		A	0	4	4	4 – Moderate		en											
356		A	0	5	5	5		en											
356		A	0	6	6	6		en											
356		A	0	7	7	7 – Very high		en											
359		Q	F	A06V4C	1	"<h4 style=""margin-bottom:8px;"">Explanation C</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>sabrejimmy, I have not tried to prove ANYTHING. All i asked was for YOU to prove that we are not evolving. Not once did i say that we are still evolving. I have not made any such assertions. So until you can show that we are not evolving with credible evidence, <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">you are just avoiding something you cannot answer.</span> So i say again, back up YOUR claim that we are not evolving. And the big bang is a red herring, we are talking about evolution, NOT Cosmology. <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">It looks like you are trying to steer the debate away from what it is because you cannot back up your claims.</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
360		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
361		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
359		A	0	1	1	1 – Very low		en											
359		A	0	2	2	2		en											
359		A	0	3	3	3		en											
359		A	0	4	4	4 – Moderate		en											
359		A	0	5	5	5		en											
359		A	0	6	6	6		en											
359		A	0	7	7	7 – Very high		en											
362		Q	F	A06V4D	1	"<h4 style=""margin-bottom:8px;"">Explanation D</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>sabrejimmy, <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">I</span> have not tried to <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">prove ANYTHING.</span> All <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">i</span> asked <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">was</span> for YOU to prove <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">that we</span> are not evolving. Not once did i <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">say</span> that we are <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">still</span> evolving. I have not <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">made</span> any <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">such</span> assertions. So until <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">you can</span> show that we are not evolving with credible evidence, you <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">are</span> just avoiding something you cannot answer. So i say again, back up <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">YOUR</span> claim that we are not evolving. And the big bang is a <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">red</span> herring, we <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">are</span> talking about evolution, <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">NOT Cosmology. It</span> looks <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">like</span> you are trying to <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">steer</span> the debate away from what <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">it</span> is because you <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">cannot</span> back up your <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">claims.</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
363		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
364		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
362		A	0	1	1	1 – Very low		en											
362		A	0	2	2	2		en											
362		A	0	3	3	3		en											
362		A	0	4	4	4 – Moderate		en											
362		A	0	5	5	5		en											
362		A	0	6	6	6		en											
362		A	0	7	7	7 – Very high		en											
365		Q	R	A06V4R	1	Rank the four explanations from best to worst according to how well they localize the reasons for this argument's inappropriateness overall. Consider both completeness and precision.		en		Y				0	1				
365		A	0	A		Explanation A		en											
365		A	0	B		Explanation B		en											
365		A	0	C		Explanation C		en											
365		A	0	D		Explanation D		en											
366		Q	T	A06V4CMT	1	Optional: Briefly mention anything that influenced your ranking or was difficult to evaluate.		en		N				0	1				
367		G		P02V4	CONSENT == 'Y' && VERSION == 4	Argument 2 of 7		en											
368		Q	X	A02V4I	1	"<h2>Argument 2 of 7</h2><div style=""border:1px solid #d0d5dd;border-left:5px solid #2e90fa;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Discussion issue</div>
  <div>In the usa, are judges too powerful?:</div>
</div><div style=""border:1px solid #d0d5dd;border-left:5px solid #667085;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Argument</div>
  <div>yes and most of them are hypocrites. our DUI judge places people in jail, takes away their freedom, but it&#x27;s okay for him to sit on the bench drunk. the whole town knows it, the lawyers, the cops, etc. we watched the cops pull him over one night and they gave him a ride home, (we followed), but how can you fight it?</div>
</div>
<p style=""margin-top:12px;""><strong>Reminder:</strong> For this task, treat the argument as inappropriate and evaluate how well each explanation identifies passages that could reasonably explain that label.</p>
"		en		N				0	1				
369		Q	F	A02V4A	1	"<h4 style=""margin-bottom:8px;"">Explanation A</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>yes <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">and</span> most of <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">them</span> are <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">hypocrites. our DUI</span> judge places <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">people</span> in jail, <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">takes</span> away their freedom, but it&#x27;s <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">okay</span> for <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">him to</span> sit <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">on</span> the bench drunk. the whole town knows <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">it,</span> the <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">lawyers,</span> the <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">cops, etc.</span> we watched the cops <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">pull him</span> over <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">one night</span> and <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">they gave</span> him a ride <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">home,</span> (we followed), <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">but</span> how <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">can</span> you fight <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">it?</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
370		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
371		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
369		A	0	1	1	1 – Very low		en											
369		A	0	2	2	2		en											
369		A	0	3	3	3		en											
369		A	0	4	4	4 – Moderate		en											
369		A	0	5	5	5		en											
369		A	0	6	6	6		en											
369		A	0	7	7	7 – Very high		en											
372		Q	F	A02V4B	1	"<h4 style=""margin-bottom:8px;"">Explanation B</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">yes and most of them are hypocrites. our DUI judge places</span> people in jail, takes away their freedom, but it&#x27;s <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">okay</span> for him to <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">sit on the bench drunk.</span> the whole town <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">knows</span> it, the <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">lawyers, the cops, etc. we watched the cops</span> pull him over one night and they gave him a ride home, (we followed), but how <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">can you fight it?</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
373		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
374		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
372		A	0	1	1	1 – Very low		en											
372		A	0	2	2	2		en											
372		A	0	3	3	3		en											
372		A	0	4	4	4 – Moderate		en											
372		A	0	5	5	5		en											
372		A	0	6	6	6		en											
372		A	0	7	7	7 – Very high		en											
375		Q	F	A02V4C	1	"<h4 style=""margin-bottom:8px;"">Explanation C</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">yes and most of</span> them <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">are hypocrites. our DUI</span> judge places people <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">in jail,</span> takes away <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">their</span> freedom<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">, but it&#x27;s</span> okay <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">for</span> him <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">to</span> sit <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">on the</span> bench <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">drunk. the</span> whole town knows it<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">, the</span> lawyers<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">, the cops, etc. we</span> watched <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">the cops</span> pull him over one night <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">and they</span> gave him <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">a</span> ride home<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">, (</span>we followed<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">), but</span> how can <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">you</span> fight <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">it?</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
376		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
377		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
375		A	0	1	1	1 – Very low		en											
375		A	0	2	2	2		en											
375		A	0	3	3	3		en											
375		A	0	4	4	4 – Moderate		en											
375		A	0	5	5	5		en											
375		A	0	6	6	6		en											
375		A	0	7	7	7 – Very high		en											
378		Q	F	A02V4D	1	"<h4 style=""margin-bottom:8px;"">Explanation D</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>yes and most of <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">them are hypocrites. our DUI judge places</span> people in jail, takes away their freedom, but it&#x27;s okay for him to sit on <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">the bench drunk. the whole</span> town knows <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">it, the lawyers, the cops, etc. we watched the cops pull him over</span> one night and they gave <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">him a ride home, (we followed), but how</span> can you fight it?</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
379		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
380		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
378		A	0	1	1	1 – Very low		en											
378		A	0	2	2	2		en											
378		A	0	3	3	3		en											
378		A	0	4	4	4 – Moderate		en											
378		A	0	5	5	5		en											
378		A	0	6	6	6		en											
378		A	0	7	7	7 – Very high		en											
381		Q	R	A02V4R	1	Rank the four explanations from best to worst according to how well they localize the reasons for this argument's inappropriateness overall. Consider both completeness and precision.		en		Y				0	1				
381		A	0	A		Explanation A		en											
381		A	0	B		Explanation B		en											
381		A	0	C		Explanation C		en											
381		A	0	D		Explanation D		en											
382		Q	T	A02V4CMT	1	Optional: Briefly mention anything that influenced your ranking or was difficult to evaluate.		en		N				0	1				
383		G		P03V4	CONSENT == 'Y' && VERSION == 4	Argument 3 of 7		en											
384		Q	X	A05V4I	1	"<h2>Argument 3 of 7</h2><div style=""border:1px solid #d0d5dd;border-left:5px solid #2e90fa;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Discussion issue</div>
  <div>Marijuana v.s. coffee (healthier?)   stance: marijuana has more medical benefits:</div>
</div><div style=""border:1px solid #d0d5dd;border-left:5px solid #667085;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Argument</div>
  <div>This is a no brainer, coffee has no medical benefits, keep in mind that being a stimulant and tasting good is not a medical benefit. On the other hand going back over 5,000 years marihuana&#x27;s active ingredient THC has been used fro many health beneifits, moroever the stalk, leaves and seeds have been used to manufacture rope, canvas, clothings and other materials as well.... No Contest! Marijuana places high above coffee</div>
</div>
<p style=""margin-top:12px;""><strong>Reminder:</strong> For this task, treat the argument as inappropriate and evaluate how well each explanation identifies passages that could reasonably explain that label.</p>
"		en		N				0	1				
385		Q	F	A05V4A	1	"<h4 style=""margin-bottom:8px;"">Explanation A</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>This is a <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">no brainer, coffee has no medical benefits, keep</span> in mind that being a <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">stimulant and tasting good is not a medical benefit. On</span> the other hand going back over 5,000 years marihuana&#x27;s active ingredient THC has been used fro many health beneifits, <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">moroever the stalk, leaves and</span> seeds have been <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">used to manufacture rope, canvas, clothings and other materials as well.... No Contest! Marijuana places high above coffee</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
386		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
387		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
385		A	0	1	1	1 – Very low		en											
385		A	0	2	2	2		en											
385		A	0	3	3	3		en											
385		A	0	4	4	4 – Moderate		en											
385		A	0	5	5	5		en											
385		A	0	6	6	6		en											
385		A	0	7	7	7 – Very high		en											
388		Q	F	A05V4B	1	"<h4 style=""margin-bottom:8px;"">Explanation B</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>This is a no brainer, coffee has no medical benefits, keep in <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">mind that being a stimulant and tasting good is not a medical benefit. On the</span> other hand going back over 5,000 years marihuana&#x27;s active ingredient THC has been used fro many health beneifits, moroever the stalk, leaves and seeds have <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">been used to manufacture rope, canvas, clothings and other materials as well.... No Contest! Marijuana places high above coffee</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
389		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
390		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
388		A	0	1	1	1 – Very low		en											
388		A	0	2	2	2		en											
388		A	0	3	3	3		en											
388		A	0	4	4	4 – Moderate		en											
388		A	0	5	5	5		en											
388		A	0	6	6	6		en											
388		A	0	7	7	7 – Very high		en											
391		Q	F	A05V4C	1	"<h4 style=""margin-bottom:8px;"">Explanation C</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>This <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">is a</span> no <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">brainer,</span> coffee has no medical benefits, keep <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">in</span> mind <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">that being a</span> stimulant <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">and</span> tasting good <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">is</span> not a <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">medical</span> benefit. On the <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">other</span> hand going <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">back</span> over <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">5,000</span> years marihuana&#x27;s <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">active</span> ingredient THC has been <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">used fro</span> many <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">health</span> beneifits, moroever <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">the</span> stalk, <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">leaves</span> and seeds have <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">been used</span> to manufacture <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">rope, canvas,</span> clothings and other materials as <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">well....</span> No <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">Contest!</span> Marijuana places high above coffee</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
392		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
393		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
391		A	0	1	1	1 – Very low		en											
391		A	0	2	2	2		en											
391		A	0	3	3	3		en											
391		A	0	4	4	4 – Moderate		en											
391		A	0	5	5	5		en											
